TITLE     = "Scattered 3D Points"
VARIABLES = "X" "Y" "Z"
ZONE T="Scatter", I=525, F=POINT
0.000324754 0.00133525 0.00386491
-3.15124e-05 -0.00126497 0.000209537
-0.000159614 -0.00223197 0.000992822
1.1115e-05 0.0023704 0.000605293
0.000140031 -0.000933444 0.000807614
-0.000284331 -0.000742196 0.00475904
0.000122651 -0.0021069 0.00344797
6.77598e-05 0.001858 0.00123991
0.000103206 0.00150003 0.00450102
-0.000141829 -0.00186478 0.00266097
0.000267678 0.00153034 0.00427817
0.000324575 0.000970892 0.00516146
-7.71974e-05 -0.000773975 0.00212483
-0.00012336 -0.00160992 0.00398197
0.000109211 0.00118508 0.00442789
4.09232e-05 -0.000393233 0.000727241
-0.000197139 0.00158932 0.00185294
-1.56388e-05 0.000693795 0.000432205
0.000260048 0.00224335 0.00351688
-9.51939e-05 0.0018756 0.00313208
0.000285439 0.00149877 0.00164808
-3.66388e-05 -0.00105905 5.08496e-05
0.000120784 0.0011677 0.00137904
6.51673e-05 -0.00150183 0.00243464
0.000183015 -0.00076606 0.00500067
0.000212093 7.99591e-05 0.00356472
-2.8824e-05 0.000977609 0.00577267
4.57258e-05 0.000727037 0.00222796
6.89192e-05 -0.00121854 0.00061455
0.000128466 0.00164488 0.00283969
0.000158413 -0.00037181 7.03907e-05
7.23184e-05 -0.000357364 0.0024867
0.000110723 -0.00215255 0.00390306
-9.44037e-05 -0.0015993 0.00465891
-5.37469e-05 -0.00242593 0.00179108
0.000219173 -0.00110284 0.00398865
9.1763e-05 -0.0017571 0.00561555
-0.000204088 -0.00132041 0.00070533
5.69343e-05 -0.000924524 0.00227365
-0.00014969 -0.00182151 0.00391211
-0.000243518 -0.0015084 0.00216034
-0.000106729 0.000125632 0.000960533
-0.000142294 0.000628604 0.00284223
7.33475e-05 0.00120407 0.00380256
0.000259283 0.000492032 0.00532209
8.77766e-05 -0.00221812 0.0006182
0.00013874 0.00204657 0.00351568
5.16401e-05 -0.00128405 0.000473092
-0.000115128 0.000364489 0.00585275
-0.000200084 -0.00139704 0.000741015
0.000180304 0.00151832 0.00449576
1.11138e-05 -0.00146867 0.00301235
0.000301367 0.000950882 0.00550262
0.000117375 -0.00039245 0.00113649
2.67431e-05 0.00245401 0.000680387
-2.87486e-06 -0.00231274 0.00494327
-5.50871e-05 -0.000480126 0.00563856
7.85897e-05 -0.00134649 0.00307637
5.22907e-05 0.00171219 0.00104841
0.000156243 0.00241527 0.0029613
-0.000204023 0.00211762 0.000460662
0.000239629 0.00106795 0.000209457
0.000182658 -0.000653493 0.0015214
-0.000286251 0.00232602 0.00512427
-0.000108201 -0.000613767 0.00412193
-0.000161319 0.000355666 0.00498413
0.00021418 0.000346156 0.00578735
1.24665e-05 0.00149606 0.00052043
-0.0002136 0.00220999 0.00491801
0.000254757 0.00133391 0.00420445
0.000119464 0.00173763 0.00537896
7.71209e-05 -0.0012358 0.000658186
0.000216204 0.000328577 0.00279854
0.000136052 0.00111363 0.00109554
5.25296e-05 -0.002018 0.00310228
-7.98418e-05 -0.000405117 0.000928385
4.31024e-05 -0.000280262 0.00178279
0.000330828 -0.00226147 0.00453394
0.000212516 -0.00167824 0.00509138
0.000183923 -0.00178341 0.0022464
-0.000322551 0.00158775 0.0011939
0.000321293 -0.00148738 0.00249479
-3.80537e-05 -0.00110567 0.00184493
0.000226767 -0.00114605 0.00128573
0.000246505 8.93068e-05 0.000371739
0.000183097 0.00220259 0.00440793
0.000211974 0.000684101 0.00184371
-0.000279443 -0.00211415 0.00102338
-0.000217523 -0.000741487 0.00469644
0.000324816 -1.16561e-05 0.000254407
-0.000162181 -0.00181915 0.00489218
-0.000185299 0.000431134 0.00264441
6.56797e-05 -0.000537362 0.00306168
-7.79157e-05 -0.00129609 0.0056
-4.02364e-05 0.000360672 0.00475928
0.000135238 -0.00154078 0.00346545
0.000209704 0.00219573 0.0042942
-2.93495e-05 0.00140731 0.00453101
-0.000192579 -0.00237281 0.00228543
0.000242473 0.000714068 0.00228046
0.000176093 0.00240607 0.00303523
0.000187206 -0.000516989 0.00436783
9.05829e-05 -0.00086607 0.00486906
4.94668e-05 0.000818151 0.00568129
0.000294786 0.00107824 0.00438506
-0.000104015 -0.000662249 0.00369528
-9.64471e-05 0.000307346 0.000890501
-0.000275413 -0.00152847 0.00440814
4.8572e-06 0.00115563 0.000813742
-0.000305255 0.000482835 0.00298902
-0.000181309 -0.00242992 0.000390394
0.000291239 -0.00135366 0.00143601
-8.47048e-05 -0.0010077 0.000183444
0.000158657 -0.00121002 0.00126162
-1.03017e-05 -0.000315198 0.00450306
0.000169914 0.000192414 0.00328446
-3.61938e-05 -0.000223521 0.00294952
6.28885e-05 -0.000139761 0.00264419
-1.87808e-05 0.00168676 0.00227925
1.57021e-05 -2.64441e-06 0.000136952
0.00021113 -0.000945092 0.00307595
-5.33831e-05 -0.0020178 0.00500755
4.70787e-05 -0.000373379 0.000969723
-0.000283101 -0.000792913 0.00547359
0.000213438 0.00050877 0.0049367
0.000251439 -0.00238083 0.00327334
0.000222061 -0.00169708 0.00340528
-0.000135772 -0.000458529 0.00492124
0.00030486 4.81818e-05 0.00321381
0.000265089 -0.00121931 0.00180418
