  4.8000000e+000 -9.3504006e-001
  4.9000000e+000 -9.3934028e-001
  5.0000000e+000 -9.4336416e-001
  5.1000000e+000 -9.4712840e-001
  5.2000000e+000 -9.5064880e-001
  5.3000000e+000 -9.5394035e-001
  5.4000000e+000 -9.5701720e-001
  5.5000000e+000 -9.5989273e-001
  5.6000000e+000 -9.6257956e-001
  5.7000000e+000 -9.6508961e-001
  5.8000000e+000 -9.6743409e-001
  5.9000000e+000 -9.6962355e-001
  6.0000000e+000 -9.7166793e-001
  6.1000000e+000 -9.7357656e-001
  6.2000000e+000 -9.7535823e-001
  6.3000000e+000 -9.7702116e-001
  6.4000000e+000 -9.7857309e-001
  6.5000000e+000 -9.8002126e-001
  6.6000000e+000 -9.8137248e-001
  6.7000000e+000 -9.8263311e-001
  6.8000000e+000 -9.8380912e-001
  6.9000000e+000 -9.8490611e-001
  7.0000000e+000 -9.8592930e-001
  7.1000000e+000 -9.8688358e-001
  7.2000000e+000 -9.8777355e-001
  7.3000000e+000 -9.8860348e-001
  7.4000000e+000 -9.8937737e-001
  7.5000000e+000 -9.9009897e-001
  7.6000000e+000 -9.9077178e-001
  7.7000000e+000 -9.9139907e-001
  7.8000000e+000 -9.9198389e-001
  7.9000000e+000 -9.9252909e-001
  8.0000000e+000 -9.9303735e-001
  8.1000000e+000 -9.9351113e-001
  8.2000000e+000 -9.9395278e-001
  8.3000000e+000 -9.9436445e-001
  8.4000000e+000 -9.9474817e-001
  8.5000000e+000 -9.9510583e-001
  8.6000000e+000 -9.9543919e-001
  8.7000000e+000 -9.9574988e-001
  8.8000000e+000 -9.9603946e-001
  8.9000000e+000 -9.9630934e-001
  9.0000000e+000 -9.9656086e-001
  9.1000000e+000 -9.9679527e-001
  9.2000000e+000 -9.9701373e-001
  9.3000000e+000 -9.9721731e-001
  9.4000000e+000 -9.9740704e-001
  9.5000000e+000 -9.9758384e-001
  9.6000000e+000 -9.9774860e-001
  9.7000000e+000 -9.9790214e-001
  9.8000000e+000 -9.9804522e-001
  9.9000000e+000 -9.9817855e-001
  1.0000000e+001 -9.9830279e-001
