 -1.0000000e+001  9.9830279e-001
 -9.9000000e+000  9.9817855e-001
 -9.8000000e+000  9.9804522e-001
 -9.7000000e+000  9.9790214e-001
 -9.6000000e+000  9.9774860e-001
 -9.5000000e+000  9.9758384e-001
 -9.4000000e+000  9.9740704e-001
 -9.3000000e+000  9.9721731e-001
 -9.2000000e+000  9.9701373e-001
 -9.1000000e+000  9.9679527e-001
 -9.0000000e+000  9.9656086e-001
 -8.9000000e+000  9.9630934e-001
 -8.8000000e+000  9.9603946e-001
 -8.7000000e+000  9.9574988e-001
 -8.6000000e+000  9.9543919e-001
 -8.5000000e+000  9.9510583e-001
 -8.4000000e+000  9.9474817e-001
 -8.3000000e+000  9.9436445e-001
 -8.2000000e+000  9.9395278e-001
 -8.1000000e+000  9.9351113e-001
 -8.0000000e+000  9.9303735e-001
 -7.9000000e+000  9.9252909e-001
 -7.8000000e+000  9.9198389e-001
 -7.7000000e+000  9.9139907e-001
 -7.6000000e+000  9.9077178e-001
 -7.5000000e+000  9.9009897e-001
 -7.4000000e+000  9.8937737e-001
 -7.3000000e+000  9.8860348e-001
 -7.2000000e+000  9.8777355e-001
 -7.1000000e+000  9.8688358e-001
 -7.0000000e+000  9.8592930e-001
 -6.9000000e+000  9.8490611e-001
 -6.8000000e+000  9.8380912e-001
 -6.7000000e+000  9.8263311e-001
 -6.6000000e+000  9.8137248e-001
 -6.5000000e+000  9.8002126e-001
 -6.4000000e+000  9.7857309e-001
 -6.3000000e+000  9.7702116e-001
 -6.2000000e+000  9.7535823e-001
 -6.1000000e+000  9.7357656e-001
 -6.0000000e+000  9.7166793e-001
 -5.9000000e+000  9.6962355e-001
 -5.8000000e+000  9.6743409e-001
 -5.7000000e+000  9.6508961e-001
 -5.6000000e+000  9.6257956e-001
 -5.5000000e+000  9.5989273e-001
 -5.4000000e+000  9.5701720e-001
 -5.3000000e+000  9.5394035e-001
 -5.2000000e+000  9.5064880e-001
 -5.1000000e+000  9.4712840e-001
 -5.0000000e+000  9.4336416e-001
 -4.9000000e+000  9.3934028e-001
 -4.8000000e+000  9.3504006e-001
 -4.7000000e+000  9.3044593e-001
 -4.6000000e+000  9.2553939e-001
 -4.5000000e+000  9.2030103e-001
 -4.4000000e+000  9.1471046e-001
 -4.3000000e+000  9.0874637e-001
 -4.2000000e+000  9.0238649e-001
 -4.1000000e+000  8.9560760e-001
 -4.0000000e+000  8.8838556e-001
 -3.9000000e+000  8.8069534e-001
 -3.8000000e+000  8.7251103e-001
 -3.7000000e+000  8.6380594e-001
 -3.6000000e+000  8.5455262e-001
 -3.5000000e+000  8.4472299e-001
 -3.4000000e+000  8.3428841e-001
 -3.3000000e+000  8.2321983e-001
 -3.2000000e+000  8.1148791e-001
 -3.1000000e+000  7.9906322e-001
 -3.0000000e+000  7.8591640e-001
 -2.9000000e+000  7.7201842e-001
 -2.8000000e+000  7.5734079e-001
 -2.7000000e+000  7.4185586e-001
 -2.6000000e+000  7.2553712e-001
 -2.5000000e+000  7.0835950e-001
 -2.4000000e+000  6.9029975e-001
 -2.3000000e+000  6.7133681e-001
 -2.2000000e+000  6.5145220e-001
 -2.1000000e+000  6.3063041e-001
 -2.0000000e+000  6.0885937e-001
 -1.9000000e+000  5.8613080e-001
 -1.8000000e+000  5.6244071e-001
 -1.7000000e+000  5.3778974e-001
 -1.6000000e+000  5.1218359e-001
 -1.5000000e+000  4.8563337e-001
 -1.4000000e+000  4.5815589e-001
 -1.3000000e+000  4.2977397e-001
 -1.2000000e+000  4.0051659e-001
 -1.1000000e+000  3.7041907e-001
 -1.0000000e+000  3.3952310e-001
 -9.0000000e-001  3.0787668e-001
 -8.0000000e-001  2.7553403e-001
 -7.0000000e-001  2.4255531e-001
 -6.0000000e-001  2.0900630e-001
 -5.0000000e-001  1.7495800e-001
 -4.0000000e-001  1.4048603e-001
 -3.0000000e-001  1.0567005e-001
 -2.0000000e-001  7.0593062e-002
 -1.0000000e-001  3.5340615e-002
  0.0000000e+000  0.0000000e+000
  1.0000000e-001 -3.5340615e-002
  2.0000000e-001 -7.0593062e-002
  3.0000000e-001 -1.0567005e-001
  4.0000000e-001 -1.4048603e-001
  5.0000000e-001 -1.7495800e-001
  6.0000000e-001 -2.0900630e-001
  7.0000000e-001 -2.4255531e-001
  8.0000000e-001 -2.7553403e-001
  9.0000000e-001 -3.0787668e-001
  1.0000000e+000 -3.3952310e-001
  1.1000000e+000 -3.7041907e-001
  1.2000000e+000 -4.0051659e-001
  1.3000000e+000 -4.2977397e-001
  1.4000000e+000 -4.5815589e-001
  1.5000000e+000 -4.8563337e-001
  1.6000000e+000 -5.1218359e-001
  1.7000000e+000 -5.3778974e-001
  1.8000000e+000 -5.6244071e-001
  1.9000000e+000 -5.8613080e-001
  2.0000000e+000 -6.0885937e-001
  2.1000000e+000 -6.3063041e-001
  2.2000000e+000 -6.5145220e-001
  2.3000000e+000 -6.7133681e-001
  2.4000000e+000 -6.9029975e-001
  2.5000000e+000 -7.0835950e-001
  2.6000000e+000 -7.2553712e-001
  2.7000000e+000 -7.4185586e-001
  2.8000000e+000 -7.5734079e-001
  2.9000000e+000 -7.7201842e-001
  3.0000000e+000 -7.8591640e-001
  3.1000000e+000 -7.9906322e-001
  3.2000000e+000 -8.1148791e-001
  3.3000000e+000 -8.2321983e-001
  3.4000000e+000 -8.3428841e-001
  3.5000000e+000 -8.4472299e-001
  3.6000000e+000 -8.5455262e-001
  3.7000000e+000 -8.6380594e-001
  3.8000000e+000 -8.7251103e-001
  3.9000000e+000 -8.8069534e-001
  4.0000000e+000 -8.8838556e-001
  4.1000000e+000 -8.9560760e-001
  4.2000000e+000 -9.0238649e-001
  4.3000000e+000 -9.0874637e-001
  4.4000000e+000 -9.1471046e-001
  4.5000000e+000 -9.2030103e-001
  4.6000000e+000 -9.2553939e-001
  4.7000000e+000 -9.3044593e-001
