 -1.0000000e+001  9.9915140e-001
 -9.9000000e+000  9.9908927e-001
 -9.8000000e+000  9.9902261e-001
 -9.7000000e+000  9.9895107e-001
 -9.6000000e+000  9.9887430e-001
 -9.5000000e+000  9.9879192e-001
 -9.4000000e+000  9.9870352e-001
 -9.3000000e+000  9.9860866e-001
 -9.2000000e+000  9.9850686e-001
 -9.1000000e+000  9.9839764e-001
 -9.0000000e+000  9.9828043e-001
 -8.9000000e+000  9.9815467e-001
 -8.8000000e+000  9.9801973e-001
 -8.7000000e+000  9.9787494e-001
 -8.6000000e+000  9.9771959e-001
 -8.5000000e+000  9.9755291e-001
 -8.4000000e+000  9.9737409e-001
 -8.3000000e+000  9.9718223e-001
 -8.2000000e+000  9.9697639e-001
 -8.1000000e+000  9.9675557e-001
 -8.0000000e+000  9.9651867e-001
 -7.9000000e+000  9.9626455e-001
 -7.8000000e+000  9.9599194e-001
 -7.7000000e+000  9.9569953e-001
 -7.6000000e+000  9.9538589e-001
 -7.5000000e+000  9.9504949e-001
 -7.4000000e+000  9.9468868e-001
 -7.3000000e+000  9.9430174e-001
 -7.2000000e+000  9.9388677e-001
 -7.1000000e+000  9.9344179e-001
 -7.0000000e+000  9.9296465e-001
 -6.9000000e+000  9.9245305e-001
 -6.8000000e+000  9.9190456e-001
 -6.7000000e+000  9.9131655e-001
 -6.6000000e+000  9.9068624e-001
 -6.5000000e+000  9.9001063e-001
 -6.4000000e+000  9.8928654e-001
 -6.3000000e+000  9.8851058e-001
 -6.2000000e+000  9.8767911e-001
 -6.1000000e+000  9.8678828e-001
 -6.0000000e+000  9.8583396e-001
 -5.9000000e+000  9.8481177e-001
 -5.8000000e+000  9.8371704e-001
 -5.7000000e+000  9.8254481e-001
 -5.6000000e+000  9.8128978e-001
 -5.5000000e+000  9.7994636e-001
 -5.4000000e+000  9.7850860e-001
 -5.3000000e+000  9.7697017e-001
 -5.2000000e+000  9.7532440e-001
 -5.1000000e+000  9.7356420e-001
 -5.0000000e+000  9.7168208e-001
 -4.9000000e+000  9.6967014e-001
 -4.8000000e+000  9.6752003e-001
 -4.7000000e+000  9.6522297e-001
 -4.6000000e+000  9.6276970e-001
 -4.5000000e+000  9.6015051e-001
 -4.4000000e+000  9.5735523e-001
 -4.3000000e+000  9.5437318e-001
 -4.2000000e+000  9.5119324e-001
 -4.1000000e+000  9.4780380e-001
 -4.0000000e+000  9.4419278e-001
 -3.9000000e+000  9.4034767e-001
 -3.8000000e+000  9.3625552e-001
 -3.7000000e+000  9.3190297e-001
 -3.6000000e+000  9.2727631e-001
 -3.5000000e+000  9.2236150e-001
 -3.4000000e+000  9.1714421e-001
 -3.3000000e+000  9.1160992e-001
 -3.2000000e+000  9.0574396e-001
 -3.1000000e+000  8.9953161e-001
 -3.0000000e+000  8.9295820e-001
 -2.9000000e+000  8.8600921e-001
 -2.8000000e+000  8.7867039e-001
 -2.7000000e+000  8.7092793e-001
 -2.6000000e+000  8.6276856e-001
 -2.5000000e+000  8.5417975e-001
 -2.4000000e+000  8.4514988e-001
 -2.3000000e+000  8.3566841e-001
 -2.2000000e+000  8.2572610e-001
 -2.1000000e+000  8.1531521e-001
 -2.0000000e+000  8.0442968e-001
 -1.9000000e+000  7.9306540e-001
 -1.8000000e+000  7.8122035e-001
 -1.7000000e+000  7.6889487e-001
 -1.6000000e+000  7.5609180e-001
 -1.5000000e+000  7.4281668e-001
 -1.4000000e+000  7.2907795e-001
 -1.3000000e+000  7.1488698e-001
 -1.2000000e+000  7.0025829e-001
 -1.1000000e+000  6.8520954e-001
 -1.0000000e+000  6.6976155e-001
 -9.0000000e-001  6.5393834e-001
 -8.0000000e-001  6.3776701e-001
 -7.0000000e-001  6.2127765e-001
 -6.0000000e-001  6.0450315e-001
 -5.0000000e-001  5.8747900e-001
 -4.0000000e-001  5.7024301e-001
 -3.0000000e-001  5.5283503e-001
 -2.0000000e-001  5.3529653e-001
 -1.0000000e-001  5.1767031e-001
  0.0000000e+000  5.0000000e-001
  1.0000000e-001  4.8232969e-001
  2.0000000e-001  4.6470347e-001
  3.0000000e-001  4.4716497e-001
  4.0000000e-001  4.2975699e-001
  5.0000000e-001  4.1252100e-001
  6.0000000e-001  3.9549685e-001
  7.0000000e-001  3.7872235e-001
  8.0000000e-001  3.6223299e-001
  9.0000000e-001  3.4606166e-001
  1.0000000e+000  3.3023845e-001
  1.1000000e+000  3.1479046e-001
  1.2000000e+000  2.9974171e-001
  1.3000000e+000  2.8511302e-001
  1.4000000e+000  2.7092205e-001
  1.5000000e+000  2.5718332e-001
  1.6000000e+000  2.4390820e-001
  1.7000000e+000  2.3110513e-001
  1.8000000e+000  2.1877965e-001
  1.9000000e+000  2.0693460e-001
  2.0000000e+000  1.9557032e-001
  2.1000000e+000  1.8468479e-001
  2.2000000e+000  1.7427390e-001
  2.3000000e+000  1.6433159e-001
  2.4000000e+000  1.5485012e-001
  2.5000000e+000  1.4582025e-001
  2.6000000e+000  1.3723144e-001
  2.7000000e+000  1.2907207e-001
  2.8000000e+000  1.2132961e-001
  2.9000000e+000  1.1399079e-001
  3.0000000e+000  1.0704180e-001
  3.1000000e+000  1.0046839e-001
  3.2000000e+000  9.4256044e-002
  3.3000000e+000  8.8390084e-002
  3.4000000e+000  8.2855793e-002
  3.5000000e+000  7.7638504e-002
  3.6000000e+000  7.2723689e-002
  3.7000000e+000  6.8097031e-002
  3.8000000e+000  6.3744484e-002
  3.9000000e+000  5.9652331e-002
  4.0000000e+000  5.5807219e-002
  4.1000000e+000  5.2196201e-002
  4.2000000e+000  4.8806757e-002
  4.3000000e+000  4.5626816e-002
  4.4000000e+000  4.2644771e-002
  4.5000000e+000  3.9849487e-002
  4.6000000e+000  3.7230303e-002
  4.7000000e+000  3.4777035e-002
  4.8000000e+000  3.2479970e-002
  4.9000000e+000  3.0329861e-002
  5.0000000e+000  2.8317919e-002
  5.1000000e+000  2.6435801e-002
  5.2000000e+000  2.4675599e-002
  5.3000000e+000  2.3029827e-002
  5.4000000e+000  2.1491402e-002
  5.5000000e+000  2.0053637e-002
  5.6000000e+000  1.8710219e-002
  5.7000000e+000  1.7455195e-002
  5.8000000e+000  1.6282957e-002
  5.9000000e+000  1.5188226e-002
  6.0000000e+000  1.4166036e-002
  6.1000000e+000  1.3211718e-002
  6.2000000e+000  1.2320885e-002
  6.3000000e+000  1.1489420e-002
  6.4000000e+000  1.0713457e-002
  6.5000000e+000  9.9893707e-003
  6.6000000e+000  9.3137622e-003
  6.7000000e+000  8.6834462e-003
  6.8000000e+000  8.0954387e-003
  6.9000000e+000  7.5469456e-003
  7.0000000e+000  7.0353511e-003
  7.1000000e+000  6.5582075e-003
  7.2000000e+000  6.1132251e-003
  7.3000000e+000  5.6982620e-003
  7.4000000e+000  5.3113159e-003
  7.5000000e+000  4.9505150e-003
  7.6000000e+000  4.6141098e-003
  7.7000000e+000  4.3004657e-003
  7.8000000e+000  4.0080558e-003
  7.9000000e+000  3.7354536e-003
  8.0000000e+000  3.4813273e-003
  8.1000000e+000  3.2444331e-003
  8.2000000e+000  3.0236100e-003
  8.3000000e+000  2.8177741e-003
  8.4000000e+000  2.6259138e-003
  8.5000000e+000  2.4470851e-003
  8.6000000e+000  2.2804070e-003
  8.7000000e+000  2.1250577e-003
  8.8000000e+000  1.9802703e-003
  8.9000000e+000  1.8453296e-003
  9.0000000e+000  1.7195682e-003
  9.1000000e+000  1.6023638e-003
  9.2000000e+000  1.4931361e-003
  9.3000000e+000  1.3913436e-003
  9.4000000e+000  1.2964817e-003
  9.5000000e+000  1.2080797e-003
  9.6000000e+000  1.1256986e-003
  9.7000000e+000  1.0489294e-003
  9.8000000e+000  9.7739047e-004
  9.9000000e+000  9.1072618e-004
  1.0000000e+001  8.4860496e-004
